Name,Gender,City,Frequency,Item,Spends
Reyansh,M,Mumbai,Monthly,Chowmein,15
Naira,M,Kolkata,Weekly,Roll,25
Ira,M,Pune,Weekly,Pizza,16
Yash,M,Mumbai,Once,Paneer,5
Reyansh,F,Delhi,Daily,Paneer,50
Nitin,F,Kolkata,Monthly,Dosa,30
Arjun,M,Hyderabad,Monthly,Dosa,29
Anaya,F,Chennai,Monthly,Dosa,64
Rhea,M,Mumbai,Never,Vada,14
Kavya,F,Kolkata,Daily,Samosa,40
Abhay,F,Ahmedabad,Daily,Sandwich,59
Abhay,M,Chennai,Daily,Paneer,95
Shreya,F,Kolkata,Once,Burger,26
Rohit,F,Pune,Monthly,Samosa,85
Tara,M,Hyderabad,Never,Dosa,76
Ragini,F,Pune,Daily,Samosa,46
Anaya,F,Hyderabad,Monthly,Roll,50
Nikhil,M,Kolkata,Never,Sandwich,95
Om,M,Kolkata,Daily,Pizza,93
Karan,F,Kolkata,Monthly,Pizza,37
Ishaan,F,Delhi,Once,Sandwich,87
Aisha,M,Mumbai,Monthly,Dosa,64
Ragini,F,Chennai,Monthly,Roll,26
Manav,F,Ahmedabad,Once,Vada,47
Kabir,M,Ahmedabad,Never,Burger,56
Vivaan,F,Delhi,Daily,Paneer,76
Anaya,M,Chennai,Once,Dosa,58
Ira,M,Kolkata,Once,Chowmein,61
Nitin,F,Hyderabad,Weekly,Sandwich,59
Rohit,F,Mumbai,Once,Roll,51
Tanvi,M,Hyderabad,Monthly,Dosa,87
Nikhil,M,Bangalore,Daily,Burger,50
Swati,F,Ahmedabad,Daily,Roll,38
Arjun,F,Pune,Once,Chowmein,43
Rahul,M,Delhi,Monthly,Paneer,45
Swati,M,Chennai,Never,Sandwich,65
Abhay,F,Delhi,Daily,Sandwich,95
Kabir,F,Chennai,Never,Chowmein,100
Tara,F,Mumbai,Once,Burger,55
Shreya,F,Bangalore,Weekly,Burger,39
Nikhil,F,Hyderabad,Weekly,Chowmein,91
Kiara,M,Kolkata,Never,Dosa,32
Rahul,F,Chennai,Once,Dosa,9
Reyansh,M,Bangalore,Never,Sandwich,83
Siddharth,M,Chennai,Monthly,Pizza,96
Neha,M,Bangalore,Monthly,Chowmein,46
Rohit,F,Bangalore,Monthly,Burger,58
Reyansh,M,Bangalore,Never,Chowmein,61
Aarav,F,Ahmedabad,Weekly,Dosa,45
Naira,F,Hyderabad,Weekly,Roll,33
Vivaan,M,Delhi,Never,Dosa,44
Swati,F,Chennai,Daily,Paneer,52
Dhruv,M,Delhi,Daily,Burger,88
Harsh,M,Ahmedabad,Monthly,Samosa,72
Neha,F,Mumbai,Weekly,Paneer,22
Aman,F,Ahmedabad,Once,Vada,74
Priya,M,Bangalore,Daily,Samosa,36
Arjun,M,Hyderabad,Never,Roll,40
Aman,M,Pune,Once,Samosa,17
Shreya,F,Bangalore,Daily,Sandwich,86
Aarav,M,Bangalore,Daily,Dosa,57
Priya,M,Kolkata,Daily,Pizza,71
Rahul,M,Chennai,Weekly,Chowmein,37
Radhika,M,Delhi,Daily,Roll,75
Saanvi,F,Delhi,Once,Dosa,6
Aarav,M,Bangalore,Once,Sandwich,20
Naira,M,Chennai,Once,Dosa,43
Neha,M,Kolkata,Weekly,Dosa,57
Arjun,M,Chennai,Once,Sandwich,12
Aryan,M,Delhi,Weekly,Burger,57
Rhea,F,Hyderabad,Daily,Paneer,75
Anaya,F,Hyderabad,Monthly,Chowmein,98
Reyansh,M,Delhi,Never,Vada,41
Sneha,M,Pune,Weekly,Paneer,90
Kavya,F,Delhi,Never,Pizza,89
Manav,F,Bangalore,Daily,Pizza,35
Saanvi,M,Hyderabad,Monthly,Sandwich,58
Ishaan,F,Mumbai,Once,Burger,97
Tanvi,F,Hyderabad,Daily,Chowmein,47
Sneha,F,Pune,Never,Samosa,67
Meera,M,Hyderabad,Once,Chowmein,12
Rohit,M,Bangalore,Weekly,Dosa,43
Karan,M,Delhi,Weekly,Roll,62
Dhruv,M,Chennai,Once,Roll,82
Naira,F,Pune,Once,Burger,38
Vivek,M,Chennai,Once,Burger,53
Kiara,M,Delhi,Never,Paneer,19
Meera,M,Ahmedabad,Once,Vada,28
Swati,F,Ahmedabad,Never,Paneer,34
Naira,M,Delhi,Daily,Pizza,54
Radhika,M,Pune,Weekly,Pizza,56
Yash,F,Bangalore,Monthly,Samosa,71
Aman,M,Bangalore,Once,Roll,56
Vivek,F,Kolkata,Weekly,Vada,77
Nitin,F,Delhi,Once,Vada,95
Siddharth,M,Mumbai,Daily,Burger,45
Kabir,F,Delhi,Monthly,Dosa,6
Reyansh,M,Mumbai,Once,Vada,82
Simran,F,Delhi,Once,Samosa,97
Shreya,F,Pune,Once,Dosa,35
Anaya,M,Mumbai,Once,Paneer,85
Aarav,F,Kolkata,Once,Burger,83
Kriti,M,Mumbai,Monthly,Dosa,87
Simran,M,Ahmedabad,Weekly,Roll,64
Rahul,F,Pune,Weekly,Burger,33
Meera,M,Chennai,Monthly,Chowmein,5
Rhea,M,Kolkata,Once,Dosa,51
Radhika,F,Mumbai,Daily,Dosa,38
Aman,F,Hyderabad,Daily,Dosa,30
Radhika,F,Hyderabad,Weekly,Chowmein,41
Ishaan,M,Delhi,Never,Burger,60
Rhea,M,Delhi,Never,Pizza,75
Yash,M,Bangalore,Weekly,Roll,85
Arjun,F,Chennai,Daily,Roll,84
Kriti,F,Pune,Once,Chowmein,46
Diya,F,Ahmedabad,Monthly,Burger,82
Kabir,F,Chennai,Once,Samosa,41
Aryan,F,Chennai,Daily,Paneer,8
Swati,M,Hyderabad,Never,Dosa,30
Kavya,M,Pune,Daily,Chowmein,81
Neha,M,Bangalore,Never,Sandwich,8
Vivaan,M,Bangalore,Once,Pizza,94
Nitin,M,Mumbai,Never,Burger,80
Harsh,F,Hyderabad,Weekly,Samosa,33
Pooja,M,Pune,Never,Sandwich,91
Simran,F,Chennai,Monthly,Pizza,89
Neha,F,Mumbai,Weekly,Sandwich,16
Tanish,F,Delhi,Daily,Sandwich,37
Rhea,M,Mumbai,Once,Sandwich,49
Om,M,Chennai,Once,Dosa,94
Tanish,M,Chennai,Daily,Burger,43
Abhay,M,Pune,Weekly,Vada,66
Priya,F,Kolkata,Daily,Vada,99
Ragini,F,Hyderabad,Never,Dosa,88
Om,F,Kolkata,Daily,Roll,5
Kabir,M,Bangalore,Daily,Roll,41
Vivek,M,Ahmedabad,Once,Samosa,43
Abhay,M,Hyderabad,Daily,Chowmein,25
Rahul,M,Ahmedabad,Monthly,Burger,48
Kabir,M,Pune,Never,Dosa,6
Nitin,M,Delhi,Monthly,Samosa,86
Ira,F,Delhi,Once,Sandwich,86
Nikhil,M,Pune,Once,Pizza,89
Om,F,Ahmedabad,Never,Chowmein,97
Aryan,M,Pune,Monthly,Pizza,78
Priya,F,Mumbai,Once,Paneer,12
Naira,F,Chennai,Never,Pizza,90
Rhea,M,Ahmedabad,Daily,Vada,92
Aisha,M,Kolkata,Never,Pizza,40
Manav,F,Hyderabad,Once,Dosa,57
Sneha,F,Delhi,Once,Samosa,13
Rohit,M,Pune,Monthly,Dosa,62
Kiara,F,Kolkata,Weekly,Vada,8
Siddharth,F,Ahmedabad,Monthly,Chowmein,72
Kabir,M,Ahmedabad,Monthly,Roll,35
Shreya,F,Chennai,Once,Sandwich,100
Anaya,F,Kolkata,Never,Sandwich,84
Nikhil,F,Delhi,Monthly,Sandwich,57
Kriti,F,Mumbai,Once,Sandwich,59
Aisha,F,Delhi,Once,Vada,44
Diya,F,Hyderabad,Once,Samosa,36
Rohit,M,Bangalore,Never,Roll,24
Siddharth,F,Ahmedabad,Monthly,Burger,13
Kiara,M,Bangalore,Weekly,Burger,53
Vivaan,M,Pune,Never,Samosa,99
Shreya,F,Pune,Once,Samosa,98
Kabir,M,Ahmedabad,Monthly,Roll,26
Aarav,F,Hyderabad,Daily,Roll,32
Manav,F,Kolkata,Never,Sandwich,41
Vivaan,M,Ahmedabad,Monthly,Paneer,29
Aditya,M,Mumbai,Daily,Burger,15
Kiara,M,Kolkata,Daily,Paneer,91
Diya,M,Pune,Daily,Dosa,7
Neha,M,Mumbai,Daily,Vada,60
Sneha,F,Pune,Never,Chowmein,90
Manav,M,Mumbai,Once,Pizza,76
Anaya,F,Delhi,Once,Paneer,7
Kriti,F,Mumbai,Monthly,Vada,9
Rohit,F,Pune,Weekly,Pizza,75
Tanish,M,Bangalore,Never,Samosa,61
Anaya,F,Ahmedabad,Monthly,Paneer,32
Ragini,F,Pune,Never,Dosa,39
Aisha,F,Pune,Weekly,Burger,89
Aryan,M,Bangalore,Once,Chowmein,91
Aarav,F,Delhi,Monthly,Pizza,67
Priya,M,Hyderabad,Monthly,Burger,75
Kiara,F,Delhi,Monthly,Pizza,14
Abhay,F,Bangalore,Monthly,Samosa,38
Anaya,M,Bangalore,Daily,Samosa,56
Anaya,M,Chennai,Daily,Samosa,71
Ira,F,Delhi,Weekly,Dosa,31
Radhika,F,Ahmedabad,Weekly,Paneer,52
Kiara,M,Ahmedabad,Monthly,Chowmein,39
Om,F,Chennai,Once,Paneer,34
Ira,F,Kolkata,Once,Vada,82
Tanish,F,Pune,Never,Pizza,35
Kavya,M,Delhi,Monthly,Pizza,92
Saanvi,M,Delhi,Never,Samosa,45
Pooja,M,Mumbai,Once,Samosa,69
Radhika,M,Hyderabad,Weekly,Vada,51
Vivaan,F,Pune,Weekly,Paneer,37
Anaya,F,Hyderabad,Weekly,Chowmein,43
Ishaan,M,Hyderabad,Weekly,Roll,5
Nikhil,M,Chennai,Daily,Roll,77
Aisha,F,Pune,Daily,Burger,60
Swati,M,Hyderabad,Once,Dosa,28
Saanvi,M,Hyderabad,Once,Samosa,84
Abhay,M,Mumbai,Never,Paneer,32
Rhea,F,Kolkata,Never,Chowmein,32
Harsh,F,Ahmedabad,Weekly,Chowmein,83
Tara,F,Kolkata,Daily,Paneer,97
Ishaan,M,Bangalore,Daily,Roll,61
Simran,M,Ahmedabad,Daily,Samosa,15
Aarav,F,Pune,Monthly,Roll,97
Ragini,M,Hyderabad,Weekly,Chowmein,43
Harsh,M,Chennai,Daily,Burger,64
Yash,F,Delhi,Never,Chowmein,72
Swati,M,Chennai,Weekly,Sandwich,94
Swati,F,Mumbai,Once,Dosa,27
Tanvi,M,Ahmedabad,Never,Sandwich,12
Shreya,F,Ahmedabad,Once,Sandwich,21
Anaya,M,Pune,Daily,Dosa,56
Radhika,M,Mumbai,Daily,Burger,66
Neha,M,Hyderabad,Once,Sandwich,52
Kavya,M,Bangalore,Daily,Sandwich,58
Rahul,F,Bangalore,Monthly,Dosa,31
Tara,M,Hyderabad,Once,Pizza,55
Vivek,F,Delhi,Monthly,Sandwich,78
Arjun,F,Kolkata,Never,Pizza,23
Meera,M,Hyderabad,Weekly,Paneer,81
Om,F,Chennai,Daily,Samosa,77
Ishaan,F,Chennai,Monthly,Samosa,62
Aditya,M,Delhi,Never,Vada,6
Shreya,F,Bangalore,Daily,Sandwich,47
Kiara,M,Hyderabad,Daily,Burger,33
Manav,F,Hyderabad,Never,Roll,24
Pooja,F,Ahmedabad,Monthly,Chowmein,100
Reyansh,M,Mumbai,Never,Roll,71
Meera,M,Hyderabad,Daily,Dosa,60
Kriti,M,Ahmedabad,Monthly,Paneer,61
Nitin,M,Kolkata,Daily,Paneer,86
Siddharth,M,Bangalore,Monthly,Paneer,30
Diya,M,Pune,Weekly,Vada,39
Reyansh,M,Kolkata,Never,Samosa,95
Ragini,M,Pune,Weekly,Paneer,83
Naira,M,Bangalore,Monthly,Pizza,24
Kriti,F,Mumbai,Daily,Roll,25
Arjun,F,Ahmedabad,Weekly,Dosa,41
Siddharth,F,Hyderabad,Once,Paneer,71
Simran,F,Mumbai,Never,Chowmein,46
Aditya,M,Mumbai,Monthly,Dosa,8
Kriti,M,Hyderabad,Once,Samosa,24
Ragini,M,Hyderabad,Monthly,Sandwich,82
Arjun,F,Bangalore,Never,Burger,13
Pooja,M,Pune,Monthly,Roll,21
Nikhil,M,Delhi,Monthly,Burger,68
Kiara,F,Kolkata,Monthly,Burger,9
Tanvi,M,Ahmedabad,Once,Chowmein,53
Aryan,F,Pune,Weekly,Paneer,93
Shreya,F,Hyderabad,Daily,Chowmein,58
Nitin,M,Hyderabad,Daily,Burger,10
Aman,M,Kolkata,Never,Dosa,49
Radhika,M,Ahmedabad,Daily,Paneer,35
Rahul,M,Mumbai,Weekly,Paneer,38
Simran,F,Hyderabad,Never,Roll,10
Kavya,F,Ahmedabad,Never,Dosa,8
Reyansh,F,Kolkata,Once,Dosa,52
Sneha,M,Hyderabad,Monthly,Burger,75
Saanvi,F,Bangalore,Weekly,Chowmein,85
Siddharth,F,Mumbai,Monthly,Vada,34
Swati,F,Ahmedabad,Daily,Dosa,54
Aarav,F,Delhi,Once,Samosa,47
Saanvi,F,Hyderabad,Once,Roll,8
Nikhil,F,Chennai,Monthly,Vada,66
Aman,F,Mumbai,Daily,Chowmein,65
Ira,F,Pune,Once,Pizza,99
Rohit,F,Pune,Daily,Vada,50
Tara,M,Pune,Never,Samosa,55
Harsh,F,Chennai,Never,Pizza,54
Om,F,Chennai,Monthly,Vada,43
Manav,F,Ahmedabad,Monthly,Burger,50
Anaya,F,Mumbai,Monthly,Paneer,68
Anaya,F,Bangalore,Monthly,Samosa,72
Anaya,F,Kolkata,Monthly,Pizza,92
Sneha,F,Bangalore,Monthly,Samosa,97
Neha,M,Ahmedabad,Daily,Paneer,12
Vivaan,F,Bangalore,Monthly,Roll,62
Karan,F,Bangalore,Daily,Samosa,40
Rhea,F,Kolkata,Daily,Dosa,45
Simran,M,Hyderabad,Weekly,Samosa,47
Rhea,F,Hyderabad,Once,Chowmein,27
Tara,M,Bangalore,Once,Burger,83
Harsh,M,Chennai,Monthly,Burger,12
Priya,F,Pune,Once,Samosa,99
Karan,M,Bangalore,Weekly,Pizza,46
Aman,M,Ahmedabad,Once,Pizza,12
Ira,M,Chennai,Monthly,Dosa,99
Ragini,F,Kolkata,Once,Vada,50
Shreya,F,Bangalore,Never,Paneer,98
Kriti,M,Mumbai,Monthly,Dosa,33
Kriti,M,Bangalore,Weekly,Samosa,49
Kriti,M,Ahmedabad,Daily,Vada,50
Kabir,F,Bangalore,Daily,Paneer,98
Naira,M,Pune,Once,Paneer,34
Aarav,M,Bangalore,Monthly,Sandwich,47
Aman,F,Pune,Daily,Chowmein,35
Arjun,M,Pune,Daily,Samosa,7
Meera,F,Hyderabad,Never,Paneer,23
Aditya,M,Hyderabad,Never,Pizza,15
Swati,M,Kolkata,Weekly,Dosa,58
Simran,F,Hyderabad,Never,Paneer,43
Reyansh,M,Kolkata,Never,Roll,31
Aman,M,Kolkata,Weekly,Dosa,86
Rhea,F,Hyderabad,Once,Roll,82
Nikhil,M,Delhi,Monthly,Paneer,83
Anaya,M,Pune,Weekly,Burger,47
Simran,F,Chennai,Monthly,Roll,91
Neha,M,Pune,Monthly,Dosa,10
Saanvi,F,Hyderabad,Daily,Samosa,19
Dhruv,F,Bangalore,Weekly,Paneer,98
Aisha,M,Hyderabad,Weekly,Burger,95
Rhea,M,Bangalore,Monthly,Burger,29
Aman,F,Kolkata,Monthly,Paneer,61
Rahul,F,Kolkata,Never,Dosa,38
Tanvi,M,Mumbai,Once,Burger,14
Reyansh,M,Hyderabad,Weekly,Roll,79
Nikhil,M,Delhi,Daily,Sandwich,84
Aisha,M,Pune,Never,Roll,70
Diya,F,Ahmedabad,Never,Paneer,32
Rahul,F,Mumbai,Once,Burger,91
Anaya,F,Chennai,Never,Roll,7
Manav,F,Delhi,Once,Burger,31
Aditya,M,Bangalore,Monthly,Samosa,34
Rhea,M,Kolkata,Once,Paneer,19
Priya,M,Delhi,Once,Burger,61
Ishaan,M,Chennai,Daily,Dosa,77
Aman,M,Chennai,Weekly,Burger,23
Ragini,M,Chennai,Weekly,Pizza,34
Aditya,M,Chennai,Daily,Paneer,94
Anaya,M,Bangalore,Never,Paneer,49
Swati,F,Ahmedabad,Weekly,Chowmein,33
Pooja,F,Kolkata,Weekly,Sandwich,26
Tara,F,Mumbai,Daily,Samosa,54
Harsh,M,Hyderabad,Once,Burger,43
Dhruv,F,Delhi,Weekly,Roll,16
Rahul,F,Ahmedabad,Daily,Dosa,46
Rhea,F,Bangalore,Weekly,Burger,26
Vivaan,M,Chennai,Weekly,Dosa,60
Tanish,M,Bangalore,Once,Roll,35
Manav,F,Kolkata,Weekly,Samosa,34
Kiara,F,Delhi,Never,Roll,93
Nikhil,M,Chennai,Daily,Chowmein,35
Ishaan,F,Kolkata,Monthly,Sandwich,27
Aman,F,Bangalore,Never,Paneer,75
Shreya,F,Kolkata,Once,Burger,84
Naira,M,Delhi,Daily,Dosa,13
Anaya,M,Chennai,Once,Burger,15
Yash,M,Delhi,Weekly,Sandwich,25
Aarav,M,Kolkata,Monthly,Pizza,81
Rhea,M,Pune,Weekly,Pizza,42
Karan,M,Hyderabad,Daily,Burger,5
Aarav,F,Pune,Weekly,Pizza,90
Tara,F,Hyderabad,Daily,Pizza,35
Tanvi,F,Mumbai,Never,Vada,18
Aman,F,Bangalore,Monthly,Roll,29
Nitin,M,Ahmedabad,Once,Roll,52
Karan,M,Chennai,Daily,Pizza,42
Nikhil,M,Chennai,Weekly,Vada,69
Naira,F,Pune,Once,Sandwich,23
Diya,M,Pune,Never,Sandwich,28
Swati,M,Mumbai,Weekly,Samosa,26
Pooja,F,Mumbai,Weekly,Chowmein,27
Siddharth,F,Pune,Daily,Chowmein,58
Kabir,M,Pune,Monthly,Paneer,77
Simran,F,Pune,Monthly,Paneer,63
Nitin,F,Pune,Weekly,Paneer,96
Naira,M,Delhi,Daily,Vada,41
Neha,M,Bangalore,Once,Sandwich,95
Ira,M,Chennai,Daily,Chowmein,28
Simran,F,Chennai,Once,Vada,12
Kiara,M,Hyderabad,Daily,Sandwich,28
Sneha,M,Delhi,Once,Pizza,68
Priya,M,Ahmedabad,Daily,Chowmein,90
Ragini,F,Hyderabad,Once,Sandwich,54
Kriti,M,Kolkata,Once,Samosa,5
Rahul,F,Ahmedabad,Daily,Chowmein,95
Kavya,M,Kolkata,Weekly,Dosa,66
Tanvi,F,Kolkata,Never,Chowmein,94
Yash,M,Mumbai,Daily,Pizza,72
Anaya,M,Delhi,Never,Burger,17
Vivek,F,Chennai,Monthly,Pizza,43
Aarav,M,Kolkata,Monthly,Paneer,24
Aman,M,Hyderabad,Daily,Vada,79
Ragini,M,Mumbai,Weekly,Samosa,74
Simran,F,Kolkata,Never,Samosa,34
Reyansh,F,Chennai,Never,Paneer,51
Harsh,F,Kolkata,Weekly,Roll,72
Diya,M,Hyderabad,Never,Paneer,43
Pooja,F,Pune,Never,Paneer,64
Kiara,M,Hyderabad,Never,Pizza,94
Priya,M,Chennai,Never,Pizza,60
Vivek,F,Chennai,Daily,Chowmein,86
Priya,M,Kolkata,Once,Pizza,81
Nikhil,M,Chennai,Once,Dosa,95
Aisha,F,Chennai,Once,Dosa,82
Rhea,F,Chennai,Daily,Vada,92
Arjun,M,Delhi,Never,Dosa,84
Reyansh,M,Ahmedabad,Monthly,Roll,94
Kabir,F,Pune,Weekly,Pizza,95
Simran,F,Delhi,Never,Burger,10
Aditya,F,Pune,Never,Burger,54
Dhruv,M,Delhi,Monthly,Samosa,46
Anaya,F,Bangalore,Weekly,Burger,45
Dhruv,M,Bangalore,Weekly,Chowmein,22
Rohit,M,Mumbai,Weekly,Roll,83
Diya,M,Pune,Daily,Pizza,99
Vivek,M,Chennai,Monthly,Roll,10
Aman,M,Chennai,Weekly,Burger,44
Rahul,M,Ahmedabad,Daily,Chowmein,45
Arjun,F,Kolkata,Weekly,Samosa,30
Karan,F,Pune,Monthly,Dosa,33
Harsh,M,Chennai,Weekly,Roll,6
Simran,M,Kolkata,Weekly,Paneer,48
Anaya,M,Delhi,Once,Chowmein,30
Kiara,F,Chennai,Weekly,Samosa,76
Kriti,F,Bangalore,Daily,Vada,42
Karan,M,Mumbai,Weekly,Vada,59
Simran,F,Delhi,Never,Sandwich,39
Swati,F,Bangalore,Never,Paneer,37
Siddharth,F,Hyderabad,Weekly,Roll,66
Nitin,M,Pune,Once,Roll,64
Nitin,M,Ahmedabad,Daily,Roll,28
Kabir,M,Ahmedabad,Monthly,Vada,26
Om,F,Hyderabad,Weekly,Vada,31
Tara,F,Mumbai,Daily,Vada,68
Radhika,F,Bangalore,Never,Samosa,52
Ragini,M,Pune,Never,Samosa,41
Karan,F,Chennai,Daily,Roll,74
Om,M,Chennai,Once,Burger,94
Tanvi,M,Delhi,Never,Samosa,16
Aarav,F,Bangalore,Never,Pizza,17
Neha,F,Hyderabad,Daily,Pizza,37
Tanish,M,Delhi,Monthly,Roll,44
Priya,F,Pune,Weekly,Dosa,20
Vivek,M,Chennai,Never,Pizza,89
Rohit,M,Bangalore,Weekly,Paneer,17
Arjun,M,Bangalore,Weekly,Sandwich,15
Simran,F,Chennai,Monthly,Roll,17
Rhea,F,Chennai,Daily,Samosa,85
Om,M,Ahmedabad,Monthly,Pizza,47
Nitin,F,Hyderabad,Once,Dosa,35
Aisha,F,Ahmedabad,Daily,Burger,24
Saanvi,F,Mumbai,Weekly,Pizza,60
Pooja,F,Pune,Daily,Dosa,33
Kabir,F,Pune,Weekly,Pizza,77
Kriti,F,Ahmedabad,Never,Paneer,46
Ishaan,M,Kolkata,Monthly,Samosa,76
Kriti,M,Mumbai,Daily,Chowmein,85
Priya,F,Bangalore,Monthly,Pizza,16
Kavya,F,Mumbai,Never,Vada,55
Dhruv,M,Pune,Once,Sandwich,28
Simran,F,Chennai,Daily,Dosa,70
Saanvi,F,Kolkata,Monthly,Dosa,44
Aman,F,Delhi,Never,Roll,91
Nikhil,M,Mumbai,Monthly,Burger,14
Manav,F,Chennai,Daily,Dosa,25
Reyansh,M,Ahmedabad,Weekly,Vada,96
Om,M,Hyderabad,Weekly,Pizza,67
Rahul,F,Bangalore,Never,Dosa,62
Dhruv,M,Bangalore,Monthly,Dosa,82
Manav,F,Bangalore,Once,Dosa,97
Reyansh,F,Pune,Monthly,Roll,80
Kavya,F,Mumbai,Monthly,Chowmein,61
Swati,M,Kolkata,Weekly,Vada,65
Radhika,M,Chennai,Once,Dosa,83
Nikhil,M,Bangalore,Once,Dosa,42
Rohit,F,Delhi,Weekly,Roll,17
Vivek,F,Mumbai,Daily,Paneer,21
Manav,F,Pune,Weekly,Pizza,5
Simran,M,Hyderabad,Never,Dosa,35
Vivek,M,Delhi,Never,Pizza,39
Abhay,F,Delhi,Weekly,Dosa,22
Aman,F,Chennai,Weekly,Roll,21
Manav,M,Mumbai,Never,Roll,91
Anaya,F,Ahmedabad,Monthly,Dosa,22
Ira,M,Mumbai,Once,Samosa,20
Ragini,M,Pune,Never,Burger,100
Manav,M,Chennai,Never,Burger,52
Siddharth,F,Pune,Weekly,Burger,88
Vivaan,M,Hyderabad,Never,Sandwich,50
Dhruv,F,Mumbai,Monthly,Paneer,7
Kabir,M,Mumbai,Never,Burger,60
Aryan,F,Pune,Monthly,Roll,93
Ragini,F,Mumbai,Daily,Pizza,93
Swati,F,Kolkata,Never,Chowmein,17
Aisha,F,Hyderabad,Daily,Samosa,14
Aryan,M,Kolkata,Daily,Roll,72
Harsh,F,Bangalore,Monthly,Chowmein,43
Aisha,F,Mumbai,Once,Pizza,70
Aman,M,Kolkata,Monthly,Pizza,91
Dhruv,M,Kolkata,Daily,Sandwich,98
Anaya,F,Ahmedabad,Weekly,Burger,10
Dhruv,F,Kolkata,Weekly,Dosa,13
Anaya,M,Chennai,Weekly,Dosa,33
Ira,M,Hyderabad,Daily,Paneer,73
Om,M,Chennai,Never,Dosa,62
Diya,M,Kolkata,Weekly,Roll,85
Siddharth,M,Pune,Once,Vada,59
Abhay,F,Ahmedabad,Once,Pizza,79
Simran,F,Kolkata,Never,Burger,72
Rahul,F,Bangalore,Never,Chowmein,73
Rahul,F,Pune,Never,Dosa,99
Vivaan,M,Chennai,Daily,Chowmein,32
Dhruv,F,Mumbai,Never,Vada,91
Neha,M,Ahmedabad,Daily,Chowmein,67
Manav,M,Bangalore,Once,Samosa,26
Aditya,M,Delhi,Daily,Dosa,63
Meera,M,Bangalore,Daily,Sandwich,98
Radhika,M,Chennai,Monthly,Roll,82
Dhruv,M,Pune,Weekly,Burger,53
Swati,F,Kolkata,Never,Pizza,12
Pooja,M,Pune,Weekly,Samosa,90
Tanvi,M,Bangalore,Once,Burger,26
Aman,M,Mumbai,Monthly,Samosa,62
Manav,F,Hyderabad,Once,Vada,38
Meera,M,Ahmedabad,Monthly,Paneer,98
Vivek,M,Bangalore,Never,Vada,89
Nikhil,F,Ahmedabad,Once,Samosa,72
Rohit,M,Pune,Monthly,Vada,89
Tanish,F,Kolkata,Monthly,Burger,8
Karan,F,Mumbai,Weekly,Vada,10
Karan,M,Mumbai,Once,Dosa,86
Kriti,M,Ahmedabad,Daily,Chowmein,57
Saanvi,M,Kolkata,Monthly,Dosa,18
Tanish,M,Kolkata,Daily,Burger,71
Tanish,M,Delhi,Monthly,Samosa,93
Reyansh,F,Pune,Monthly,Roll,94
Nikhil,M,Delhi,Monthly,Sandwich,60
Sneha,M,Ahmedabad,Daily,Vada,19
Tara,M,Hyderabad,Monthly,Chowmein,19
Tanvi,F,Hyderabad,Once,Vada,97
Om,F,Delhi,Never,Burger,25
Nitin,M,Delhi,Daily,Sandwich,90
Vivek,F,Pune,Weekly,Sandwich,23
Aisha,F,Kolkata,Daily,Chowmein,58
Ishaan,M,Bangalore,Monthly,Samosa,33
Kriti,F,Kolkata,Never,Roll,34
Radhika,F,Kolkata,Never,Dosa,11
Reyansh,F,Bangalore,Never,Burger,62
Tara,M,Chennai,Never,Samosa,74
Rhea,F,Bangalore,Weekly,Pizza,55
Tanvi,M,Bangalore,Daily,Paneer,89
Kabir,F,Kolkata,Daily,Vada,37
Saanvi,F,Delhi,Monthly,Vada,48
Abhay,F,Chennai,Never,Sandwich,86
Om,M,Ahmedabad,Never,Chowmein,14
Aman,F,Hyderabad,Monthly,Dosa,41
Anaya,M,Kolkata,Never,Roll,98
Kavya,M,Pune,Monthly,Vada,25
Aisha,M,Mumbai,Daily,Sandwich,27
Radhika,F,Hyderabad,Once,Dosa,41
Reyansh,M,Delhi,Never,Burger,66
Rhea,F,Pune,Weekly,Vada,100
Aryan,F,Pune,Monthly,Vada,20
Aman,M,Ahmedabad,Monthly,Roll,49
Aarav,M,Mumbai,Never,Roll,94
Siddharth,F,Hyderabad,Never,Pizza,16
Rohit,F,Kolkata,Never,Chowmein,75
Diya,M,Kolkata,Weekly,Dosa,56
Priya,F,Bangalore,Daily,Roll,16
Yash,M,Bangalore,Daily,Roll,63
Ragini,M,Delhi,Monthly,Vada,65
Aisha,F,Chennai,Weekly,Dosa,100
Reyansh,F,Ahmedabad,Weekly,Dosa,69
Diya,F,Kolkata,Daily,Vada,7
Tara,M,Pune,Once,Chowmein,62
Priya,M,Ahmedabad,Daily,Dosa,32
Aryan,F,Chennai,Never,Burger,77
Swati,M,Bangalore,Never,Dosa,66
Anaya,M,Chennai,Weekly,Samosa,55
Reyansh,F,Pune,Monthly,Dosa,83
Karan,M,Bangalore,Daily,Samosa,7
Simran,F,Chennai,Never,Sandwich,26
Aryan,F,Bangalore,Weekly,Burger,83
Kabir,M,Mumbai,Daily,Samosa,38
Anaya,F,Delhi,Monthly,Chowmein,44
Kabir,M,Ahmedabad,Once,Roll,24
Radhika,F,Bangalore,Monthly,Samosa,33
Naira,F,Ahmedabad,Weekly,Sandwich,13
Meera,M,Chennai,Once,Vada,50
Yash,M,Bangalore,Daily,Pizza,16
Tanish,M,Kolkata,Weekly,Dosa,52
Vivaan,F,Pune,Daily,Sandwich,46
Naira,F,Pune,Monthly,Roll,70
